0.246352, 0.106254, 0.014822, 0.000000
0.253467, 0.103965, 0.015983, 0.000000
0.256140, 0.107321, 0.013936, 0.000000
0.261595, 0.111574, 0.013063, 0.000000
0.261459, 0.114324, 0.011770, 0.000000
0.272815, 0.110698, 0.016670, 0.000000
0.280692, 0.113973, 0.013375, 0.000000
0.281209, 0.108528, 0.012336, 0.000000
0.299462, 0.105869, 0.016638, 0.000000
0.300951, 0.102682, 0.016082, 0.000000
0.298864, 0.094935, 0.021919, 0.000000
0.299357, 0.093950, 0.024202, 0.000000
0.303902, 0.090280, 0.025999, 0.000000
0.301326, 0.086861, 0.026935, 0.000000
0.323535, 0.092841, 0.026609, 0.000000
0.342166, 0.106308, 0.019687, 0.000000
0.362594, 0.104277, 0.024843, 0.000000
0.402832, 0.109023, 0.017098, 0.000000
0.429018, 0.110026, 0.013559, 0.000000
0.435573, 0.113183, 0.010581, 0.000000
0.441680, 0.123523, 0.008759, 0.000000
0.466554, 0.111110, 0.017416, 0.000000
0.521973, 0.119684, 0.021941, 0.000000
0.543051, 0.129203, 0.012943, 0.000000
0.546585, 0.131903, 0.012235, 0.000000
0.550738, 0.132963, 0.010122, 0.000000
0.569514, 0.128340, 0.007979, 0.000000
0.599855, 0.136641, -0.007274, 0.000000
0.610739, 0.139166, -0.009689, 0.000000
0.633636, 0.134695, -0.009685, 0.000000
0.678045, 0.117807, -0.006673, 0.000000
0.689329, 0.100838, -0.001868, 0.000000
0.703088, 0.098764, -0.003949, 0.000000
0.703302, 0.095401, -0.003083, 0.000000
0.725748, 0.088090, -0.007125, 0.000000
0.752151, 0.095809, -0.023487, 0.000000
0.791226, 0.092690, -0.032449, 0.000000
0.811364, 0.088815, -0.030612, 0.000000
0.831680, 0.085815, -0.032858, 0.000000
0.853233, 0.087113, -0.038647, 0.000000
0.871108, 0.085360, -0.043838, 0.000000
0.872317, 0.082654, -0.042504, 0.000000
0.902410, 0.068557, -0.043214, 0.000000
0.916764, 0.062146, -0.042241, 0.000000
